Id,Kategori,Judul,Tanggal dan Waktu Terbit,Penulis,Isi Berita
7184333,            Berita        ,Berbondong-bondong ke Luar Jakarta saat Libur Panjang 4 Hari Lamanya,"Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Arus lalu lintas mengalami kepadatan memasuki libur long weekend ini. Jumlah kendaraan yang keluar Jakarta mengalami peningkatan di beberapa ruas jalan tol.Jasa Marga mencatat adanya peningkatan volume kendaraan di ruas Tol Jakarta-Cikampek, Merak, dan Ciawi. Total volume lalu lintas yang meninggalkan wilayah Jabotabek pada libur panjang kali ini meningkat jika dibandingkan lalin normal.Pihak kepolisian melakukan rekayasa lalu lintas di ruas jalan tol untuk mengantisipasi kepadatan ini. Salah satunya dengan menerapkan contraflow hingga one way.Jasa Marga mencatat ada 181.431 kendaraan yang keluar pada H-1 long weekend atau Rabu (7/1). Jumlah tersebut mengalami peningkatan dibandingkan dengan lalu lintas normal.""Total volume lalu lintas yang meninggalkan wilayah Jabotabek ini meningkat 37,05% jika dibandingkan lalin normal (132.387 kendaraan),"" kata Corporate Communication & Community Development Group Head PT Jasa Marga (Persero) Tbk, Lisye Octaviana, dalam keterangan pers, Kamis (8/2).Angka tersebut merupakan angka kumulatif arus lalu lintas (lalin) dari empat Gerbang Tol (GT) Barrier/Utama, yaitu GT Cikupa (menuju arah Merak), GT Ciawi (menuju arah Puncak), dan GT Cikampek Utama (menuju arah Trans Jawa), dan GT Kalihurip Utama (menuju arah Bandung).Sementara itu, distribusi lalu lintas yang meninggalkan Jabotabek mayoritas menuju timur (Tol Trans Jawa dan Bandung), yakni 88.462 kendaraan, kemudian menuju barat (Tol Merak) sebanyak 53.493 kendaraan, dan menuju selatan (Tol Puncak) sebanyak 39.476 kendaraan.Baca selanjutnya: rekayasa lalu lintas....Halaman                1                            2                        Selanjutnya long weekend libur panjang lalin tol cikampek jabodetabek "
7184331,            Pemilu        ,Habib Rizieq Minta Jemaah Dukung TNI/Polri Ciptakan Pemilu Damai,"Jumat, 09 Feb 2024 00:38 WIB",Rizky Adha Mahendra  ,"Habib Rizieq Shihab meminta kepada jemaahnya untuk mendukung langkah dari TNI/Polri untuk menciptakan pemilu yang jujur dan adil. Habib Rizieq ingin agar pemilu berjalan dengan damai.Awalnya, Habib Rizieq cerita ada empat orang polisi yang datang menemuinya. Dia menyebut polisi itu berasal dari Mabes Polri, dan Polda Metro Jaya.""Beberapa hari yang lalu, saya didatangi oleh empat anggota polisi. Dipimpin oleh seorang Kombes, mereka yang dua berasal dari Mabes Polri, yang dua lagi dari Polda Metro Jaya,"" kata Habib Rizieq dalam acara Istighosah Kubro, di Pademangan, Jakarta Utara, Kamis (9/2/2024).""Semenjak kasus KM 50, belum ada polisi yang berani datang ke rumah saya, baru kemarin datang lagi. Tentunya sabagai tamu kita hormati, kita sambut dengan baik karena mereka datang dengan sopan, santun, dan mereka menyampaikan visi misinya,"" katanya.Menurut Habib Rizieq, polisi tersebut menyampaikan visi dan misi yang bagus, yaitu ingin program untuk menciptakan suasana Pemilu 2024 yang aman dan damai.""Jadi mereka sampaikan kepada saya satu, visi misi yang sangat bagus. Beliau sampaikan kami dari kepolisian punya program cooling system. Saya tanya apa maksudnya. Mereka katakan, 'Karena ini mau Pilpres, suasana politik luar biasa panasnya, setiap hari bisa terjadi benturan di masyarakat. Maka kami ditugaskan oleh Kapolri dan semua jajaran untuk bagaimana menciptakan cooling system, artinya umat tetap sejuk umat tetap damai. Bagaimana Pilpres tidak terjadi keributan, chaos, atau kerusuhan.'"" ucapnya.Habib Rizieq pun mendengarkan program cooling system tersebut. Dia pun memuji program tersebut dan memberikan nasihat.""Saya dengarkan mereka sampaikan semua programnya, mereka minta dukungan dari habib dan ulama untuk program Pemilu damai. Saya terima, saya puji mereka punya programnya, kemudian saya beri nasihat,"" katanya.""Saya katakan kepada mereka, sampaikan saja kepada Bapak Kapolri kalau ingin Pemilu damai, maka gelar lah Pemilu yang jujur dan adil. Kalau Pemilunya jujur dan adil, niscaya akan damai. Tapi kalau kita teriak Pemilu damai tapi ente curang, yeee, kapan mau damai,"" katanya.Habib Rizieq berkomitmen untuk mengajak jemaahnya untuk menciptakan pemilu yang damai. Dia meminta agar jemaah membantu TNI/Polri untuk menciptakan suasana pemilu damai.""Kami sampaikan saya akan ajak umat Islam seluruh Indonesia untuk mendukung TNI, Polri, di dalam menciptakan Pemilu yang jujur dan adil. Kalau ada yang coba-coba mau mengacaukan Pemilu, kami siap bantu TNI-Polri mengamankan siapapun yang ingin berbuat curang di Pemilu yang akan datang,"" katanya."
7184326,            Pemilu        ,Bantahan AMIN soal Settingan Nelayan Caleg PKS Curhat ke Anies Baswedan,"Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Viral di media sosial seorang nelayan bernama Sappe curhat ke capres nomor urut 1 Anies Baswedan saat tengah berkampanye di Kota Parepare, Sulawesi Selatan (Sulsel). Belakangan terungkap bahwa Sappe merupakan caleg DPRD Kota Parepare dari Partai Keadilan Sejahtera (PKS) yang merupakan salah satu partai pengusung Anies di Pilpres 2024.Momen itu terjadi saat Anies kampanye di Lapangan Lumpue, Bacukiki Barat, Kota Parepare, Selasa (6/2). Ada seorang lelaki berpakaian petani menyuarakan keluhan sambil menangis di atas panggung, ia menyebut nelayan di sana sulit mendapatkan bahan pangan.""Saya atas nama Sappe mewakili seluruh lapisan masyarakat khususnya Sulawesi Selatan, masyarakat nelayan yang selama ini, di mana kami susah mendapatkan bahan pangan Pak, di mana kami sulit mendapatkan Pak,"" ujar Sappe memegang tangan Anies sambil terisak.""Begitu juga dengan saudara-saudara kami para petani sudah sulit, mahal lagi Pak. Kami tidak butuh makan gratis, kami tidak butuh susu gratis Pak, yang kami butuhkan kesetaraan Pak,"" katanya dalam video yang beredar.Dalam video viral itu ditunjukkan bahwa Sappe adalah caleg dari PKS, netizen menarasikan bahwa curhat Sappe ke Anies adalah gimmick. Diketahui, PKS merupakan salah satu partai pendukung Anies Baswedan.Respons Timnas AMINTerkait viralnya video yang dinarasikan gimmick itu, Jubir Timnas AMIN Indra Charismiadji mengaku tidak mempermasalahkan hal itu. Menurutnya, selama sosok yang bersangkutan mampu menyuarakan aspirasi rakyat maka tidak masalah.""Pada dasarnya relawan kami macam-macam latar belakangnya. Yang nelayan, petani, ojol, pedagang pasar, caleg, dan lain-lain,"" kata Indra kepada wartawan, Kamis (8/2/2024).Indra menyebut apakah bermasalah jika sosok yang curhat ke Anies merupakan seorang calon legislatif (Caleg). Indra menyebut acara kampanye Anies Baswedan diperuntukkan bagi siapapun.""Saya ketemu ojol dan pengangguran yang jadi Caleg juga he-he-he. Misalnya saya menyuarakan keluhan guru-guru, kan nggak salah walau saya Caleg NasDem,"" ucap Indra.""Fokus ke substansinya saja kalau gitu. Nggak semua nelayan dan petani berani ngomong di panggung juga,"" sambungnya.Simak selengkapnya di halaman selanjutnya.Halaman                1                            2                        Selanjutnya anies baswedan pilpres 2024 anies-cak imin caleg pks pemilu 2024 politik nelayan pks round up Ulasan Debat Pilpres 2024Temukan analisa debat capres-cawapres pilihanmu hanya di detikpemilu!Lihat"
7184322,            Berita        ,6 Fakta Tabrakan Mobil Vs KRL di Bogor Berujung 2 Orang Tutup Usia,"Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Kecelakaan maut terjadi antara KRL tabrakan dengan satu unit mobil. Tabrakan terjadi di kawasan Jalan Raya Desa Cilaku, Kecamatan Tenjo, Kabupaten Bogor, Jawa Barat. Akibat insiden tersebut, satu orang pengemudi mobil meninggal dunia.Peristiwa tersebut terjadi pada Kamis (8/2/2024) siang sekitar pukul 12.20 WIB. Imbasnya, sejumlah rute perjalanan KRL sempat terganggu. Sementara proses evakuasi telah dilakukan. Berikut sejumlah faktanya terkini yang dirangkum detikcom:Informasi awal kejadian disampaikan melalui akun X resmi KRL (@CommuterLine). Peristiwa tabrakan terjadi pada Kamis (8/2/2024). Kendaraan mobil tertabrak KRL di antara Stasiun Daru-Tigaraksa.""#InfoLintas KA 1694 (Tanah Abang - Rangkasbitung) tertemper kendaraan mobil di antara Stasiun Daru - Tigaraksa,"" tulis akun KRL (@CommuterLine), Kamis (8/2/2024).Kapolsek Tenjo Iptu AM Zalukhu mengatakan, tabrakan terjadi sekitar pukul 12.20 WIB. Satu unit mobil tertemper KRL di perlintasan sebidang di Jalan Raya Desa Cilaku, Kecamatan Tenjo, Kabupaten Bogor, Jawa Barat.Akibat insiden tabrakan mobil dengan KRL, satu orang dinyatakan meninggal dunia. Korban meninggal merupakan pengemudi mobil. Sementara itu, tidak ada korban jiwa penumpang KRL.""(Korban) meninggal satu orang, nggak ada (penumpang),"" kata Kapolsek Tenjo Iptu AM Zalukhu saat dihubungi wartawan, Kamis (8/2/2024). ""(Korban dievakuasi) lagi arah ke rumah sakit,"" tambhanya.Kapolsek Tenjo Iptu AM Zalukhu mengatakan, kecelakaan berawal ketika mobil melintasi palang pintu perlintasan kereta tidak resmi. Saat itu terjadi kendala pada mobil, bersamaan dengan KRL melintas.""Jadi kronologisnya ini kan ngelewatin palang pintu yang tidak resmi. Jadi pada saat itu pas di rel kereta, kereta kan lewat, itu kan langsung kena magnetnya. Nah mati di situ ketabrak kereta,"" paparnya.Imbas insiden tersebut, sejumlah rute perjalanan KRL sempat terganggu. Perjalanan KRL rute Tanah Abang-Rangkasbitung hanya sampai Parung Panjang.Simak fakta lainnya di halaman selanjutnya.Halaman                1                            2                        Selanjutnya krl mobil tertabrak krl bogor jabodetabek krl tabrak mobil kecelakaan round-up "
7184319,            Pemilu        ,TKN Ungkap Temuan Sementara Investigasi Surat Suara Tercoblos di Malaysia,"Jumat, 09 Feb 2024 00:38 WIB",Rolando Fransiscus Sihombing  ,"TKN Prabowo Subianto-Gibran Rakabuming Raka menurunkan tim khusus mengusut dugaan kecurangan surat suara sudah tercoblos di Malaysia. TKN Prabowo-Gibran mengungkapkan hasil sementara pengusutan yang dilakukan tim khusus di Malaysia.""Kemarin sore tim advokasi TKN yang dipimpin Pak Desmihardi sudah ketemu dan klarifikasi langsung dengan Dubes RI untuk Malaysia Pak Hermono dan Pak Hermanto terkait video pencoblosan surat suara,"" kata Wakil Ketua TKN Prabowo-Gibran, Habiburokhman, kepada wartawan, Kamis (8/2/2024).""Sesuai yang disampaikan KBRI telah bekerja sama dengan Polisi Diraja Malaysia untuk mengungkap video itu dan meminta Pos Malaysia untuk melakukan investigasi tentang video itu,"" imbuhnya.Temuannya, diduga kecurangan surat suara sudah tercoblos melibatkan petugas Pos Malaysia. Sebab, dalam video yang beredar ada karung yang merupakan milik Pos Malaysia.""Dugaan awal dari KBRI pencoblosan itu melibatkan Pos Malaysia pada tingkat sawangan (cabang) karena dalam video terdapat karung yang merupakan property Pos Malaysia tingkat sawangan,"" ujar Habiburokhman.Namun, polisi Malaysia belum mendapatkan barcode pengantar surat suara dari Pos Malaysia karena petugas tersebut kabur. Jika barcode tersebut diperoleh, maka terduga pelaku pencoblosan surat suara dapat diketahui""Untuk saat ini kendala investigasi Polisi Malaysia belum mendapatkan barcode pengantar surat suara dari pos yang ada dalan video karena kabur. Kalau barcode sudah terbaca, maka akan diketahui petugas pengantar surat suara dari Pos Malaysia dan juga akan diketahui siapa pelaku pencoblosan. KBRI memastikan bahwa mereka netral dalam pelaksanaan pemilu di Malaysia,"" imbuhnya.Bawaslu diketahui menelusuri dugaan kecurangan surat suara di Tempat Pemungutan Surat Suara Luar Negeri (TPSLN) di Malaysia yang sudah tercoblos. Bawaslu saat ini masih mengecek kebenaran terkait kondisi tersebut.""Iya sedang dalam penelusuran Panwaslu Kuala Lumpur. Sedang berproses,"" kata Anggota Bawaslu RI Lolly Suhenty kepada wartawan, Rabu (7/2)Lolly mengakui pihaknya memang kesulitan mengawasi distribusi surat suara metode pos. Lolly menyebut ketiadaan anggaran pun menjadi kendala tersebut.""Iya karena kalau pos kan, hubungannya dengan kebijakan negara termaksud. Yang Bawaslu awasi pada proses persiapan pengiriman (memastikan data pemilih pos tepat jumlah, tepat nama dan tepat tujuan sesuai alamat) dan proses kedatangan atau surat suara yang kembali,"" ujarnya.""Yang melakukan pun Panwaslu LN, karena kami tidak punya Pengawas LN Pos karena ketiadaan anggaran. Berbeda dengan PPLN yang punya KPPSLN Pos,"" sambung dia."
7184317,            Pemilu        ,"Emil Dardak: Meski Anak Presiden, Gibran Berjuang Sendiri","Jumat, 09 Feb 2024 00:38 WIB",Rumondang Naibaho  ,"Juru Bicara cawapres nomor urut 2 Gibran Rakabuming Raka, Emil Erlestianto Dardak, mengatakan bahwa posisi Gibran di dunia politik hari ini, tidak disebabkan statusnya sebagai putra Presiden. Melainkan, karena perjuangannya.Pernyataan itu diungkapkan Emil dalam acara Dialog bersama milenial dan generasi Z bertajuk 'Inspirasi Muda, Aksi Nyata: Peran Anak Muda untuk Ekonomi Kreatif, Merawat Lingkungan, dan Menumbuhkan Diversity', di Warunk WOW, Jakarta Selatan, Kamis (8/2/2024) malam.Mulanya Wakil Gubernur Jawa Timur itu menjelaskan dirinya dan Gibran sama-sama memulai karier politik sebagai kepala daerah. Dia menuturka, kesuksesan kerja pemerintah daerah tidak serta merta mulus dalam menjalankan program, meskipun anggaran dari pemerintah pusat mengalir cukup banyak.Emil lantas bercerita mengenai pengalamannya saat menjalankan proyek pembangunan rest area di jalan nontol Trenggalek. Emil bercerita tentang hambatan yang ada kala itu.""Kenapa nggak bisa jalan? Dulu kita mau bangun rest area. jadi di pinggir jalan non tol, jadi jangan tol aja yang punya rest area, jalan yang non jalan tol juga punya rest area. Jadi kita mau ngembangin di Trenggalek itu, dapat dana gede, hampir batal dilaksankan,"" kata Emil di lokasi.""Kenapa? Karena ada pemolik lahan yang nggak mau dibebaskan. Dan saya baru sadar kenapa nggak mau dibebaskan, (ternyata) dia sudah pidah dua kali. Pusing dong saya,"" ucapnya.Hingga akhirnya, Emil mengatakan, proyek itu berhasil melalui pendekatan akomodatif. Dimana, kata Emil, dia mendatangi langsung salah satu rumah pemilik tanah dan memastikan apa saja yang dibutuhkan keluarga yang terkena gusur.""Saya datang bawa buah, saya sungkem sama mbah-nya. Saya bilang 'mbah terima kasih sudah mau berkorban untuk kepentingan masyarakat banyak',"" ucapnya.Dari situ Emil mengatakan hal yang sama juga pasti terjadi dengan Gibran saat memimpin Kota Solo. Begitu juga saat kini Gibran tengah menjadi peserta Pilpres 2024.""Nah ini juga yang dialami oleh Mas Gibran, pada saat ada proyek seperti fly over, itu nggak otomatis. Itu bener-bener istilahnya cara terbaik untuk berenang bukan dipegangin, tapi dicemplungin aja, itu mungkin yang dilakukan kalau dikatakan dia anak presiden,"" tutur Emil.""Tapi dia nyemplung, dia harus berjuang sendiri, ya kalau nggak bisa ya rasain itu. Jadi ini yang saya lihat bahwa nggak ada yang automatic kepemimpinan daerah itu benar benar punya tantangan yang luar biasa. Mengeksekusi itu tidak sesederhana itu,"" pungkas Emil."
7184312,            Internasional        ,"4 Fakta Kebocoran 5,5 Ton Air Radioaktif dari PLTN Fukushima","Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Pembangkit Listrik Tenaga Nuklir (PLTN) Fukushima di Jepang mengalami kebocoran air radioaktif. Kebocoran diperkirakan sebanyak 5.500 liter atau 5,5 ton air radioaktif dari PLTN tersebut.Meski begitu tak ada tanda-tanda kontaminasi terdeteksi di luar fasilitas pembangkit nuklir Fukushima, Tokyo Electric Power Co (TEPCO) tersebut. Berikut sederet faktanya terkini:Seperti dilansir kantor berita AFP, juru bicara (jubir) operator pembangkit nuklir Fukushima, Tokyo Electric Power Co (TEPCO), mengatakan bahwa kebocoran terdeteksi di bagian pabrik yang memproses air yang terkontaminasi.""Kami memperkirakan sekitar 5,5 ton (5.500 liter) air bocor"" pada Rabu pagi, namun ""tidak ada perubahan signifikan"" di pos-pos pemantauan radioaktivitas di sekitar pembangkit listrik, kata jubir TEPCO, Kamis (8/2/2024).Meski begitu, pihak TEPCO sendiri berencana untuk membuang tanah di sekitar area yang mungkin telah terkontaminasi, kata juru bicara tersebut, tanpa memberikan rincian spesifik mengenai lokasi kebocoran air.Juru bicara TEPCO mengatakan, kebocoran yang terjadi pada Rabu (7/2/2024) waktu setempat itu terjadi di fasilitas yang memproses air sebelum sebagian besar unsur radioaktif disaring di fasilitas canggih berbeda yang dikenal sebagai ALPS.TEPCO mengatakan kebocoran dari ventilasi diketahui oleh seorang pekerja yang sedang membersihkan ventilasi sebelum mengoperasikan fasilitas tersebut. ""Ventilasi seharusnya ditutup selama pembersihan, tapi kali ini terbuka,"" kata juru bicara TEPCO.Seperti diketahui, PLTN Fukushima rusak akibat gempa bumi besar dan tsunami pada tahun 2011 yang menewaskan 18.000 orang. Sementara operasi pembersihannya diperkirakan akan memakan waktu puluhan tahun.Pada bulan Agustus 2023, otoritas Jepang mulai secara bertahap melepaskan 1,34 juta ton air limbah olahan yang dikumpulkan sejak bencana ke Samudera Pasifik. Otoritas Jepang menyatakan air limbah tersebut tidak berbahaya dan sangat encer dengan air laut.Pandangan tersebut turut didukung oleh pengawas atom PBB, namun pemerintah China dan Rusia mengkritik pelepasan tersebut dan melarang impor makanan laut Jepang. Meski begitu, prose spembuangan limbah tersebut masih dilakukan.Pelepasan limbah nuklir Fukushima telah memasuki tahap kedua. Menyusul tahap pertama yang dilakukan pada bulan Agustus. Sama seperti tahap pertama, sekitar 7.800 ton air limbah dibuang ke lautan dalam tahap kedua.Seperti dilansir AFP, Kamis (5/10/2023), pihak TEPCO menuturkan bahwa tahap kedua pelepasan air limbah olahan tersebut ke perairan Samudra Pasifik dimulai Kamis (5/10/2023) pagi, sekitar pukul 10.18 waktu setempat."
7184310,            Pemilu        ,Habib Rizieq Ajak Jemaah Pilih AMIN dan Caleg Partai Pendukung,"Jumat, 09 Feb 2024 00:38 WIB",Rizky Adha Mahendra  ,"Ulama Habib Rizieq Shihab (HRS) mengajak para jemaah untuk mengikuti hasil Ijtima Ulama. Diketahui bahwa hasil Ijtima Ulama menyatakan dukungan terhadap paslon nomor urut 1 Anies Baswedan-Muhaimin Iskandar (AMIN).""Saya mau tanya semuanya, siap ikut ulama? siap dukung putusan hasil Ijtima Ulama?,"" kata Habib Rizieq kepada jemaahnya di Pademangan, Jakarta Utara, Jumat (9/2/2024).Dalam Ijtima Ulama, lanjutnya, tidak hanya mendukung pasangan AMIN. Namun, turut memenangkan calon legislatif (caleg) dari partai pengusung.""Dan saudara, Ijtima Ulama juga meminta bukan hanya memenangkan capresnya, tapi juga memenangkan semua caleg-caleg yang partainya mendukung paslon 1 saudara,"" jelasnya.""Tahu ada berapa partai? Ada 4 saudara. Pertama ada PKS, kedua ada PKB, ketiga ada Partai Ummat, keempat ada Partai Nasdem,"" tambahnya.Habib Rizieq meminta jemaah agar tidak memilih caleg di luar partai pengusung tersebut. Dia turut meminta jemaah agar menghormati partai lain yang tidak mendukung Ijtima Ulama.""Tolong jangan pilih caleg diluar dari partai yang mendukung ini. Jadi kalau ada partai yang tidak mendukung hasil Ijtima Ulama, kita hormati sikap mereka. Tapi umat kita ajak caleg-caleg yang mendukung hasil Ijtima Ulama,"" tuturnya.Habib Rizieq menegaskan bahwa ajakan tersebut sifatnya imbauan. Dia tidak memaksa jemaah untuk mengikuti ajakan tersebut.""Jadi kami hanya menghimbau, kami tidak memaksa. Yok sama-sama saudara amanat ulama yang ikut Ijtima Ulama, kita sosialisasikan, kita perjuangkan dengan ikhlas, mudah-mudahan Allah beri kemenangan kepada kita,"" ucapnya."
7184309,            Pemilu        ,Ganjar soal Jokowi Tak Akan Kampanye: Tak Boleh Isuk Tempe Sore Dele,"Jumat, 09 Feb 2024 00:38 WIB",Anggi Muliawati  ,"Presiden Joko WIdodo (Jokowi) menyampaikan tak akan berkampanye. Calon presiden nomor urut 3, Ganjar Pranowo, mengatakan pemimpin tak boleh memiliki sikap berbeda.""Orang Jawa bilang tidak boleh berbalik. Isuk tempe, sore dele. Nggak bisa,"" kata Ganjar saat diminta tanggapan soal Jokowi tak akan kampanye, di Banyuwangi, Jawa Timur, Kamis (8/2/2024).""Begitu kita berbeda-beda maka sulit rakyat mempercayai. Itu berlaku bagi siapapun,"" sambungnya.Ganjar menuturkan perbedaan pernyataan memang kerap terjadi. Maka, menurutnya, jika ada perbedaan sebaiknya dikoreksi.""Ada data dan fakta, ada jejak digital yang berkali-kali keluar dan berkali-kali direvisi. Kalau kemudian statement yang pernah muncul itu keliru, sampaikan dengan cara gentle siapapun itu kalau adalah koreksinya,"" ujar Ganjar.Sebelumnya, Presiden Joko Widodo (Jokowi) menjawab isu bahwa dirinya akan berkampanye di hari terakhir masa kampanye yakni pada 10 Februari 2024. Jokowi menegaskan tidak akan turun kampanye.""Yang bilang siapa?"" kata Jokowi dalam keterangan pers seperti dilihat di YouTube Sekretariat Presiden, Rabu (7/2/2024). Jokowi menjawab pertanyaan adanya isu dirinya akan turun kampanye pada 10 Februari.Jokowi kembali menegaskan presiden memang diperbolehkan kampanye dan diatur dalam undang-undang. Jokowi pun pernah menunjukkan bukti aturan tersebut.""Ini saya ingin menegaskan kembali pernyataan saya sebelumnya, bahwa presiden memang diperbolehkan UU untuk kampanye, dan juga sudah pernah saya tunjukkan bunyi aturannya,"" ucapnya.Jokowi lantas bicara apakah dirinya akan turun berkampanye. Jokowi menegaskan tidak akan berkampanye.""Tapi jika pertanyaannya apakah saya akan kampanye. Saya jawab tidak. Saya tidak akan berkampanye,"" ujarnya."
7184305,            Pemilu        ,Gibran Bersedia Bertukar Pikiran dengan Ahok Jika Bertemu,"Jumat, 09 Feb 2024 00:38 WIB",Adrial akbar  ,"Cawapres nomor urut 2 Gibran Rakabuming Raka mengahdiri acara 'Mandat Aktivis Mahasiswa untuk Gibran' di Bandung, Jawa Barat. Dalam kesempatan itu Gibran mengatakan siap bertukar pikiran dengan Ahok jika diberi kesempatan.Hal itu ditanyakan kepada Gibran oleh pembawa acara. Gibran ditanya apakah sudah bertemu dengan Ahok.""Udah ketemu Pak Ahok lagi belom?"" tanya pembawa acara, Kamis (8/2/2024).""Ya kalau diberikan kesempatan siap bertukar pikiran,"" jawab Gibran.Sebelumnya, pernyataan Ahok viral di media sosial soal bertanya Presiden Joko Widodo (Jokowi) dan Gibran bisa kerja?. Belakangan Ahok sendiri merasa bahwa kalimatnya itu dipotong di video viral. Dia menyatakan bahwa kalimatnya itu dipotong. Yang dia maksud sebagai 'tidak bisa kerja' adalah 'tidak bisa kerja bila tanpa partai'.""Saya sampaikan maksud pernyataan Jokowi dan Gibran nggak bisa kerja sendiri tanpa partai,"" kata Ahok dilansir detikbali, Rabu (7/2).""Pernyataan saya waktu itu dipotong-potong. Potong-potongan itu, sama seperti yang dulu Buni Yani. Biasalah biar orang maki-maki saya,"" katanya."
7184301,            Pemilu        ,Anies Ungkap Alasan Jadikan JIS Lokasi Kampanye Akbar Terakhir,"Jumat, 09 Feb 2024 00:38 WIB",Arief Ikhsanudin  ,"Pasangan Anies Baswedan-Muhaimin Iskandar (AMIN) akan berkampanye di Jakarta International Stadium (JIS), Jakarta, pada hari terakhir kampanye, 10 Februari 2024. Anies Baswedan menyampaikan alasan menggunakan JIS sebagai lokasi kampanye akbar.""Kenapa pilih JIS, iya itu dibangun oleh Pemprov DKI Jakarta. Kita ingin mengirimkan pesan, dari awal bahwa negeri ini memiliki orang-orang hebat. Dan orang-orang hebat itu sanggup membuat bangunan semegah JIS tanpa menggunakan tenaga kerja asing,"" kata Anies dalam dialog bersama Bachtiar Nasir, Kamis (9/2/2024).Anies ingin memberikan pesan bahwa bangsa Indonesia memiliki kekuatan untuk bergerak. Hal yang perlu dilakukan adalah memberikan kesempatan.""Jadi pesannya, ke depan kita akan bangun dengan kekuatan kita sendiri. Kita punya kemampuan, tinggal kesempatannya diberikan atau tidak. Gunakan JIS itu untuk gerakan semua,"" kata Anies.""Saya undang semua, seluruh rakyat Indonesia yuk berbondong-bondong,"" katanya.Meski demikian, Anies mengingatkan keberhasilan AMIN bukan ditentukan dari banyaknya massa di JIS. Tapi banyaknya suara pada Pemilu 14 Februari 2024.""Keberhasilan kita bukan ditentukan di JIS. Keberhasilan kita ditentukan di balik suara. Jadi acara JIS harus sukses, tapi lebih penting lagi 14 Februari lebih sukses lagi,"" ucapnya."
7184297,            Pemilu        ,Habib Rizieq: Jangan Pilih Pemimpin Nggak Peduli Palestina,"Jumat, 09 Feb 2024 00:38 WIB",Rizky Adha Mahendra  ,"Habib Rizieq Shihab menyampaikan kepeduliannya kepada Palestina untuk merdeka dari jajahan Israel. Habib Rizieq pun mengingatkan kepada jemaahnya untuk tidak memilih pemimpin atau peserta pemilu yang tak peduli kepada Palestina. ""Makanya besok saudara, kepada calon-calon pemimpin, mau capres, cawapres, caleg, kalau nggak peduli dengan Palestina, jangan dipilih. Kalau ada capres tidak peduli dengan Palestina, tenggelamkan,"" katanya di acara Istighosah Kubro di Pademangan, Jakarta Utara (Jakut), Kamis (8/2/2023). Habib Rizieq pun bicara soal orang yang tidak punya empati dan kemanusiaan karena tak mempedulikan bangsa Palestina.  ""Jadi jangan sembarang bicara, 'Palestina urusan orang Arab bukan urusan bangsa Indonesia.' Astaghfirullah haladzim, orang-orang yang bicara seperti ini mereka tidak punya empati, tidak punya rasa kemanusian, orang-orang yang egois, yang tidak peduli dengan urusan orang Islam,"" katanya.Dia menekankan urusan kemerdekaan Palestina bukan cuma urusan rakyat Palestina, tapi urusan semua orang.""Kalau anda ketemu capres, cawapres, caleg, atau partai yang tidak peduli dengan perjuangan Palestina, jangan dipilih. Jadi kita semua mesti peduli dengan Palestina. Ingat, urusan Palestina itu bukan urusan bangsa Palestina saja, karena kita semua,"" katanya. "
7184295,            Pemilu        ,Anies Ingin Buat Kampung Haji Indonesia di Arab Saudi,"Jumat, 09 Feb 2024 00:38 WIB",Arief Ikhsanudin  ,"Calon presiden (Capres) nomor urut 1 Anies Baswedan menyebut Indonesia perlu membuat investasi jangka panjang yang berkaitan dengan umrah dan haji di Arab Saudi. Indonesia bisa membuat Kampung Haji Indonesia yang menjadi tempat singgah jemaah haji Indonesia.""Kami melihat ke depan, dalam jangka panjang kita lihat haji umrah Indonesia itu sebagai sebuah projek yang tidak ada batas usianya. Jangan pandang ini sebagai proyek yang ada batas usia. Selama sebelum kiamat, kita masih kirim jemaah Indonesia,"" kata Anies dalam dialog bersama Bachtiar Nasir, Kamis (8/2/2023).Menurut Anies, sudah saatnya pemerintah membuat Kampung Haji Indonesia sebagai Investasi jangka panjang. Tiap tahun, banyak sekali orang Indonesia berangkat ke Arab Saudi untuk haji atau umrah.""Setiap tahun, ada haji ada umrah, kenapa kita tak memiliki sumber daya untuk bisa membangun di sana. Kalau kita punya Kampung Haji, maka harapannya bisa menjadi tempat terdepan dan bisa lingkar usaha usaha milik bangsa Indonesia. Sekarang kita plos aja uang tak kembali ke kita,"" katanya.Menurut Anies, di wilayah itu ada penginapan yang bisa dihuni oleh jemaah dari Indonesia. Selain itu, beragam kuliner dan hal-hal lain berbau Indonesia pun akan ada di sana.""Kita perkirakan, Kampung Haji ini bisa tampung 40 ribu jemaah haji, bisa umrah bisa haji. Makanan Indonesia, dan semua pelayanan yang membutuhkan,"" ujarnya.Dengan demikian, Anies menyebut ekonomi warga Indonesia di Arab Saudi pun bisa bergerak memanfaatkan musim haji.""Kita secara tujuan ibadah terjalankan, kegiatan perekonomian bergerak dengan baik. Secara perwakilan ada, dia kan bisa mampir ke Kampung Indonesia dan merasakan Indonesia di tanah suci,"" katanya."
